title_english,Action,Girls Love,Boys Love,Adventure,Avant Garde,Erotica,Gourmet,Slice of Life,Mystery,Horror,Drama,Award Winning,Sci-Fi,Fantasy,Supernatural,Comedy,Sports,Hentai,Suspense,Ecchi,Romance
Ano Danchi no Tsuma-tachi wa... The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Demon Girl Next Door,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Bansoukousaten,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Aikatsu Friends!: Kagayaki no Jewel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aikatsu Friends!: Kagayaki no Jewel,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Aikagi The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Birthday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fushouji no Mizen Boushi: Saihatsu Boushi Series,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Certain Magical Index III: Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Aishiteru (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Danbou to Reibou,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hana no Nioi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eiyuu Densetsu: Head On! Master Senshi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Transformers: Choujin Master Force Soushuuhen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yuuki no Hana ga Hiraku Toki: Yanase Takashi to Anpanman no Monogatari,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yousei Chii-tan☆,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Battleship Tiramisu Zwei Specials,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
L.O.R.D: Legend of Ravaging Dynasties,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Manga Furusato Mukashibanashi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hong Mao Lan Tu: Konglong Shijie,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hua Jianghu: Bu Liang Ren III,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Wanwan Kajida Wan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tatakae! Chou Robot Seimeitai Transformers Victory Soushuuhen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Words Bubble Up Like Soda Pop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fights Break Sphere 2nd Season Specials: Song of Desert,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
In the sea and near a girl.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"On a Forest, in the Air",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiroi Niji,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A3! Season Spring & Summer,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tatakau Mono-tachi e Ai wo Komete,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Demonic King Who Chases His Wife,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
Wan Jie Shen Zhu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Xia Gu Zhong An Zu,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
True Cooking Master Boy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Beastars,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Welcome to Demon School! Iruma-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Karrimor Mountain Club,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Astra Lost in Space,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
To the Abandoned Sacred Beasts,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bloomed Words,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Just a Seeker's Song,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daruma-san ga Koronda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dekkai Totto March,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asa wo Kitan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mijikamon Episode 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Move to the Future,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Non-Human Academy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain Tsubasa no Shouka Sakusen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Captain Tsubasa no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Beanie's Daily,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Qiang Shen Ji,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ni no Kuni,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sword Art Online: Alicization - Recollection,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cardfight!! Vanguard: Zoku Koukousei-hen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss Kobayashi's Dragon Maid S,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pandora to Akubi,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Do You Remember That Night?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spunky Afro Tiger Jet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Play Goodbye,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frogtoise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Da Yu Hai Tang,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Dash! Yonkurou: Horizon Gundan vs. Dash Gundan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Genji Fantasy: The Cat Fell in Love With Hikaru Genji,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Dragon Quest: Your Story,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Youkai Watch!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Beyblade Burst Rise,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Children,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Princess Connect! Re:Dive,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Hikaru no Go: Memories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Shi Huang Zhi Shen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Shoujo Kyouiku RE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kyonshii Kyonta no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fire Robo 119 tai Kyonshii Kyonta,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Ultraman Kids no Shouboutai,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kinnikuman no Koutsuu Anzen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kekkaishi: Yoshimori no Omoi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Busou Renkin: Mahiro no Busou Renkin Kouza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kotonoha Breakdown,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"If It's for My Daughter, I'd Even Defeat a Demon Lord",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Armor Shop for Ladies & Gentlemen Flips the Script,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Hensuki: Are you willing to Fall in Love with a Pervert, as long as she's a Cutie?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Fushigiboshi no☆Futagohime: Marugoto DVD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Tenkuu no Escaflowne Recaps,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Monster Special Edition,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Seikai no Senki II Special,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Beyond Creation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Lamp Man,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Backwasher! Her and I, in the Women's Bath!?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kobo-chan Special (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kobo-chan Special,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cats Tail's Tales,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch: Tobidashi wa Out da yo!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RADIANT Season 2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tetsuwan Atom no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tezuka Osamu no Uchuu Wonder 3: Ginga Renmei no Shisha,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tetsuwan Atom to Sagurou! Dosei wo Mawaru Shinpi no Hoshi Titan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASTROBOY - VISITOR OF 100,000 LIGHT -YEARS IGZA-",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Shower,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Ero Konbini Tenchou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dr. Slump N-cha! Arale no Oshioki! Idea Dorobou wo Yattsukechae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Koutsuu Anzen da yo Doraemon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Muumin to Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Inamura no Hi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Wei, Kanjian Erduo La! 2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Midnight Occult Civil Servants: The Blind Alley, the Boy, and I",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
Kogitsune no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Replicant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Asteroid in Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Piece The Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kaitei-koku no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AOTU Shijie 3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaishain! Nourin Suisan-shou e Iku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gegege no Kitarou: Tamashii to Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Donbei x Kemurikusa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kemurikusa (2018),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Granbelm,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Journal of the Mysterious Creatures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UFO-koku no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zannen na Ikimono Jiten (Special),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Larva Island Season 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Oshiri Tantei Movie 1: Curry Naru Jiken,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Uchi no 3 Shimai Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hisone to Maso-tan Digest Douga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tamayura no Yume,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Yat-chan to Kasei no Ko,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Yat-chan to Shinnyuusei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Are You Lost?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Shounen Ashibe: Go! Go! Goma-chan 4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Gleipnir,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Haitoku Pistols no Kinkyuu Kaigi?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jitaku Keibiin (2019),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ascendance of a Bookworm,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tsugu Tsugumomo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Tsugumomo OVA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Princess Love Life!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jack Nicholson,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Attack on Titan: Chibi Theater - Survey Corps, Levi Squad!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Testament of Sister New Devil Departures: Maria's Secret Video,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"Ore, Twintail ni Narimasu. Recap",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Gintama: The Very Final,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Lupin the Third: Fujiko Mine's Lie,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spriggan (ONA),1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Soba e,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Psycho-Pass 3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"The Girl From the Other Side: Siúil, a Rún",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Asobuild Concept Video,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Doubutsu Mura no World Cup: Yoiko no Koutsuu Anzen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phantasy Star Online 2: Episode Oracle,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tenuto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giniro no Kami no Agito Pilot,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Vampire in the Garden,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dragon's Dogma,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHOYOYU!: High School Prodigies Have It Easy Even in Another World!,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sakuramiya Shimai no Netorare Kiroku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Try Knights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Washimo 7th Season,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Ecchi na Oneechan ni Shiboraretai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Drifting Dragons,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Given,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Toilet-Bound Hanako-kun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mushoku Tensei: Jobless Reincarnation,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Kakera,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoozuki no Reitetsu 2nd Season OVA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
No Guns Life,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Zephyr,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fragtime,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mukashibanashi Dokkiri Anime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
My Teen Romantic Comedy SNAFU Climax!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
That Time I Got Reincarnated as a Slime Season 2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Baki: The Great Raitai Tournament Saga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ero◆Lover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Hito Toki Kiryu Ashikaga,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenketsu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Hero Academia: Heroes Rising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ooi no Teiou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Special 7: Special Crime Investigation Unit,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Tarareba,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Her Blue Sky,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Hi Score Girl II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wangu Xian Qiong III: Eren Gu Pian,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Levius,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Somali and the Forest Spirit,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Goblin Slayer: Goblin's Crown,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TV Yarou Nanaana: Wakuwaku Doukutsu Land,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Woodpecker Detective's Office,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
number24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Human Lost: Ningen Shikkaku,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Looking for Magical Doremi,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Cells at Work!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Re:ZERO -Starting Life in Another World- Season 2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Ojamajo Doremi: Owarai Gekijou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa Salaryman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Persona 5 the Animation Specials,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mobile Suit Gundam: The Origin - Advent of the Red Comet,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sword Art Online: Alicization - War of Underworld,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hataraku Saibou Specials,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UzaMaid! My Maid Is Still Seriously Way Too Annoying...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That Time I Got Reincarnated as a Slime: Tales - Veldora's Journal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Dropout Idol Fruit Tart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCA: 13-Territory Inspection Department - Regards,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Jo Uta,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Promised Neverland Season 2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Kagaku Manga Survival,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hakata Mentai! Pirikarako-chan,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Luminary Tears,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bakugan: Battle Planet,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
You Should See Me in a Crown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaijuu Step Wandabada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Megohime,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Boy General,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Daifuku-kun@Kin Tele 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hyperdimension Neptunia OVA,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Tenioha! 2: Nee, Motto Ecchi na Koto Ippai Shiyo? The Animation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Shoujo☆Conto All Starlight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Essential Free & Easy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mob Psycho 100 II: The Spirits and Such Consultation Office's First Company Outing ~A Healing Trip That Warms the Heart~,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
One Punch Man Season 2 Commemorative Special,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chokotto Anime Kemono Friends 3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 4th Season,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Chikin Ramen x Gudetama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hi no Tori ""Dougo Onsen-hen""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gifu no Tatekayoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Watanuki-san Chi no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gundam vs Hello Kitty,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Ling Cage,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
God Troubles Me,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
