title_english,score,scored_by
Girls und Panzer das Finale – Part 1,7.95,24090.0
Girls und Panzer das Finale – Part 2,8.07,18615.0
Girls und Panzer das Finale – Part 3,8.17,12414.0
Girls und Panzer das Finale – Part 4,8.34,4069.0
Girls und Panzer der Film,8.18,59031.0
Girls und Panzer der Film Specials,7.3,11454.0
Girls und Panzer: This is the Real Anzio Battle!,7.72,28068.0
Girls' Frontline,6.300000000000001,8509.0
Girls' Frontline 2,6.81,782.0
Girls' Last Class,6.47,5357.0
Girls' Last Tour,8.22,132683.0
Girly Air Force,6.14,31230.0
Gisoku no Moses,6.7,459.0
Given,8.31,316240.0
Given Movie 1,8.13,129102.0
Given Movie 2: Hiiragi Mix,7.64,501.0
Glamorous Heroes,4.25,851.0
Glass Fleet,6.51,3951.0
Glass Fleet Specials,6.07,562.0
Glass Maiden,6.12,5611.0
Glass Mask,8.04,12989.0
Glass Mask: The Girl of a Thousand Masks,6.87,1083.0
Glass Rabbit,6.57,742.0
Glass no Kamen,7.33,3002.0
Glass no Kamen desu ga,5.35,353.0
Glass no Kamen desu ga the Movie: Onna Spy no Koi! Murasaki no Bara wa Kiken na Kaori!?,5.47,248.0
Glass no Kamen desu ga to Z,5.84,200.0
Glasses,6.28,6019.0
Glasslip,5.42,81915.0
Gleipnir,6.97,230779.0
Glitter Force,6.81,23215.0
Glitter Force Doki Doki,6.67,13228.0
Gloizer X,6.13,338.0
Gloria,5.46,629.0
Glorious Revenge of Ye Feng,6.9,259.0
Glory or Dust,6.53,199.0
Go Astro Boy Go!,5.79,235.0
Go For Speed,5.54,211.0
Go Now!,6.05,274.0
Go for 2020,5.92,316.0
Go to the Top,5.91,296.0
Go! Anpanman: The Shining Star's Tear,5.92,209.0
Go! Go! 575,5.62,6542.0
"Go! Go! 575: Meippai ni, Hajiketeru?",5.52,1968.0
Go! Go! Ackman,6.18,1561.0
Go! Go! Itsutsugo Land,6.39,384.0
Go! Go! Kadendanshi,5.51,126.0
Go! Go! Loser Ranger!,7.4,38108.0
Go! Princess Precure,7.79,7483.0
Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.73,1916.0
Go! Saitama,6.97,2552.0
Go! Samurai,5.57,348.0
Go!! Karate Club,6.64,947.0
Go-hiki no Kobuta to Charleston,4.83,240.0
Go-hiki no Kozaru-tachi,5.18,161.0
Goal Field Hunter,6.77,796.0
Goal Line,6.01,428.0
Goblin Slayer,7.42,682418.0
Goblin Slayer II,7.21,111736.0
Goblin Slayer: Adventure Sheet,6.3,25122.0
Goblin Slayer: Goblin's Crown,7.26,143641.0
"Goblin and ""Yuki Usagi"" (Snow Hare)",6.04,227.0
Goblin no Suana,5.56,1464.0
God Bless Dancougar,6.5,1015.0
God Eater,7.19,257341.0
God Eater 3,6.44,1445.0
God Eater Prologue,6.62,16814.0
God Eater Reso Nantoka Gekijou: Episode EX,5.49,592.0
God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,5.7,1006.0
God Eater Resonant Ops,6.09,1014.0
God Mars,6.35,962.0
God Mazinger,6.2,1054.0
God Troubles Me,7.39,2495.0
God Troubles Me 2nd Season,7.53,1429.0
God Troubles Me 3rd Season,7.6,1171.0
God Troubles Me 4th Season,6.92,113.0
God of Desolation,6.68,629.0
God of Ten Thousand Realms,7.33,1178.0
Goddamn,5.86,1686.0
Goddess of Light,6.63,4150.0
Gods' Game We Play,6.24,20936.0
Godzilla Singular Point,6.65,29628.0
Godzilla vs. Gigan Rex,6.72,171.0
Godzilla: City on the Edge of Battle,6.53,24593.0
Godzilla: Planet of the Monsters,6.43,36739.0
Godzilla: The Planet Eater,6.23,20717.0
Goku II: Midnight Eye,6.21,3854.0
Goku: Midnight Eye,6.45,5479.0
Gokudo,7.41,6297.0
Gokujo.: Gokurakuin Joshikou Ryou Monogatari,6.14,13402.0
Gokujo.: Souda Onsen ni Ikou!!,5.88,2892.0
Gold Kingdom and Water Kingdom,7.44,1672.0
Gold Throbber,5.79,859.0
Golden Bat,6.41,913.0
Golden Batman,4.3,473.0
Golden Boy,8.04,220751.0
Golden Courtyard: New Year Wishes in Winter,7.73,1252.0
Golden Douga Gekijou Specials,6.06,364.0
Golden Kamuy,7.88,166145.0
Golden Kamuy 2nd Season OVA,7.51,9679.0
Golden Kamuy OVA,7.24,12553.0
Golden Kamuy Season 2,8.24,114712.0
Golden Kamuy Season 3,8.44,84862.0
Golden Kamuy Season 4,8.11,34631.0
Golden Ray,6.33,270.0
Golden Time,7.385,278488.5
Golden Travelogue Theater,6.42,1677.0
Golden Warrior: The Gold Lightan,6.09,317.0
Goldfish Fetish,4.83,349.0
Goldfish Warning!,7.01,1249.0
Goldwing,5.04,168.0
Golgo 13,7.51,12028.0
Golgo 13: Queen Bee,6.56,4947.0
Golgo 13: The Professional,6.78,8542.0
Goliath the Super Fighter,6.06,541.0
Gomennasai,5.46,131.0
Gon,5.89,915.0
Gon 2nd Season,5.97,285.0
"Gon, the Little Fox",6.51,225.0
Gonad The Barbarian,4.69,283.0
Gondora,4.12,1483.0
Gongitsune,6.25,335.0
Gonna be the Twin-Tail!!,6.42,67034.0
Good Day,6.32,1499.0
Good Luck Girl!,7.67,112578.0
Good Luck! Ninomiya-kun,6.65,48900.0
Good Lucker,6.45,218.0
Good Morning,6.67,4391.0
Good Morning Althea,5.38,1178.0
Good Morning Call,6.04,3870.0
Good Morning!!! Doronjo,5.57,147.0
Good Night World,7.05,20444.0
Good-by Marilyn,3.62,682.0
Good-bye Elvis and USA,3.02,1041.0
Goodbye Mr. Despair OAD,7.81,31221.0
"Goodbye, Don Glees!",7.44,5812.0
Googuri Googuri,5.81,198.0
Gooorgeous,5.49,572.0
Gordian Warrior,6.29,653.0
Gorillaman,5.96,370.0
Goro-chan,5.08,279.0
Gosho Aoyama's Collection of Short Stories,7.28,2971.0
Gosick,8.04,233511.0
Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.08,5858.0
Gotcha!,8.31,19834.0
Gotou ni Naritai.,7.05,1105.0
Goulart Knights: Evoked the Beginning Black,5.66,3807.0
Goulart Knights: Evoked the Beginning White,5.91,560.0
Gourmet Girl Graffiti,6.8,29310.0
Government Crime Investigation Agent Zaizen Jotaro,5.13,698.0
Gozonji! Gekkou Kamen-kun,6.14,160.0
Graduation,5.37,533.0
Graffiti Notation,5.39,147.0
Granbelm,6.67,19650.0
Granblue Fantasy CMs,6.37,772.0
Granblue Fantasy The Animation Season 2 Extras,6.53,4090.0
Granblue Fantasy The Animation: Kabocha no Lantern,6.61,6694.0
Granblue Fantasy: The Animation,6.63,75349.0
Granblue Fantasy: The Animation Season 2,6.74,22455.0
Grand Blue Dreaming,8.43,424102.0
Grand Blues!,5.79,4440.0
Grand Marche no Meikyuu,5.62,122.0
Grandeek,5.46,1045.0
Grander Musashi RV,7.02,1452.0
Grandma and Her Ghosts,6.05,151.0
Grandpa and Grandma Turn Young Again,7.49,31146.0
Grappler Baki,6.81,11856.0
Grasshopper Monogatari,5.29,139.0
Grave of the Fireflies,8.52,407566.0
Graveyard Kitaro,6.86,4387.0
Gravitation,6.91,65543.0
Gravitation: Lyrics of Love,6.89,18482.0
Gravity,5.49,322.0
Gravity (2019),5.94,218.0
Gravity Daze The Animation: Ouverture,6.41,2781.0
Great Conquest: Romance of Three Kingdoms,6.59,245.0
Great Doctor Miss Nine,6.61,370.0
Great King of the Grave: Cold Iron Fight,6.55,215.0
Great Mazinger,7.04,2715.0
Great Mazinger tai Getter Robo,5.99,1353.0
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,5.98,1118.0
Great Planet Evil-Destroyer Dangaio,6.09,2849.0
Great Pretender,8.21,325525.0
Great Pretender: Razbliuto,6.81,6383.0
Great Teacher Onizuka,8.69,412072.0
Great Teacher Onizuka Recaps,6.43,291.0
Great Yamato No. 0,5.74,596.0
Greed,4.78,835.0
Greek Roman Sinhwa: Olympus Guardian (Movie),5.57,163.0
Green Dakara x Bakemono no Ko,5.37,1749.0
Green Dakara x Mirai no Mirai,5.27,847.0
Green Days: Dinosaur and I,6.37,439.0
Green Eyes: Ane Kyun! yori The Animation,6.88,5557.0
Green Green,6.14,66908.0
Green Green Character DVD,6.19,5109.0
Green Green OVA,5.96,16266.0
Green Green Thirteen: Erolutions,6.09,14077.0
Green Legend Ran,6.58,2548.0
Green Makibao,6.75,1329.0
Greenlights Serenade,6.16,222.0
Gregorio,5.78,226.0
Gregory Horror Show,6.6,1745.0
Gregory Horror Show: The Bloody Karte,5.78,588.0
Gregory Horror Show: The Second Guest,6.59,990.0
Grenadier: Hohoemi no Senshi Specials,6.46,2114.0
Grenadier: The Beautiful Warrior,6.68,25846.0
Grendizer Giga,5.44,425.0
Grendizer U,6.17,374.0
Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.43,1367.0
Grey: Digital Target,6.02,1247.0
Gridman Universe,8.1,7288.0
Grim,5.76,426.0
Grimgar: Ashes and Illusions,7.65,382444.0
Grimgar: Staking Our Youths on the Bath Wall - One More Centimeter,6.58,30030.0
Grimm's Fairy Tale Classics,7.345000000000001,1717.0
Grimms Notes The Animation,5.94,13081.0
Grimoire of Zero,7.06,129261.0
Grisaia no Kajitsu Specials,6.9,43898.0
Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,7.22,32081.0
Grisaia no Rakuen Specials,7.03,32358.0
Grisaia: Phantom Trigger The Animation,6.9,17879.0
Grisaia: Phantom Trigger The Animation - Stargazer,6.89,6357.0
Grope: Yami no naka no Kotori-tachi,5.89,1736.0
Ground Control to Psychoelectric Girl,7.12,128200.0
Ground Control to Psychoelectric Girl Special,7.28,33581.0
Ground Defense Force! Mao-chan,6.31,1858.0
Growing Up With Hello Kitty,5.83,267.0
Growlanser IV: Wayfarer of Time,5.38,762.0
Grrl Power!,6.25,1172.0
Gu-Gu Ganmo,6.13,716.0
Guan Hai Ce,5.85,176.0
Guardian Hearts,5.82,3337.0
Guardian Hearts-Power UP!,5.79,1814.0
Guardian Ninja Mamoru,6.57,12153.0
Guardian of Darkness,5.5,1085.0
Gude Crest: The Emblem of Gude,5.5,1078.0
Gudetama Freestyle,6.06,127.0
Guess Iono's Partner Pokémon!,5.72,417.0
Gugure! Kokkuri-san,7.55,80524.0
Gugure! Kokkuri-san Specials,7.22,4879.0
Guilstein,5.25,477.0
Guilty Crown,7.4,640828.0
Guilty Crown Locus: Reassortment,7.1,16250.0
Guilty Crown: 4-koma Gekijou,6.92,8229.0
Guilty Crown: Lost Christmas,6.88,52064.0
Guilty Gear X,6.02,566.0
Guin Saga,7.15,15838.0
Guitar,5.19,140.0
Guitar Shoujo!,4.72,239.0
Guiying Yu Li Shi Zhentan Shiwusuo,5.7,193.0
Gulliver no Uchuu Ryokou,5.74,997.0
Gulliver's Great Activities,5.05,446.0
Gum Shaara,5.28,116.0
Gummies,5.21,123.0
Gun Frontier,6.52,4050.0
Gun Girls,5.28,198.0
Gun Samurai,5.45,1335.0
Gun Samurai Recap,5.89,119.0
Gun x Sword,7.25,33855.0
Gun x Sword-san,5.63,1114.0
Gunbuster,7.85,54628.0
Gunbuster 2,7.6,37001.0
Gunbuster Renewal EX,5.7,2676.0
Gunbuster! Science Lesson,6.09,4287.0
Gundam Breaker: Battlogue,6.15,1854.0
Gundam Build Divers,6.31,14061.0
Gundam Build Divers Battlogue,6.53,1315.0
Gundam Build Divers Prologue,6.46,3943.0
Gundam Build Fighters,7.74,39563.0
Gundam Build Fighters Specials,6.49,2080.0
Gundam Build Fighters Try,7.2,25740.0
Gundam Build Fighters Try: Island Wars,6.75,7312.0
Gundam Build Fighters: Battlogue,6.76,4163.0
Gundam Build Fighters: GM no Gyakushuu,7.14,4908.0
Gundam Build Metaverse,5.83,1431.0
Gundam Evolve,6.48,4543.0
Gundam Neo Experience 0087: Green Divers,6.12,893.0
Gundam Reconguista in G,5.8,13214.0
Gundam Reconguista in G I: Go! Core Fighter,6.54,1698.0
Gundam Reconguista in G II: Bellri's Fierce Charge,6.47,1345.0
Gundam Reconguista in G III: Legacy from Space,6.61,1149.0
Gundam Reconguista in G IV: Love That Cries Out in Battle,6.84,928.0
Gundam Reconguista in G V: Beyond the Peril of Death,6.75,916.0
Gundam UC x Nike SB,5.4,303.0
Gundam vs Hello Kitty,6.61,3527.0
Gundam: G no Reconguista - From the Past to the Future,5.87,988.0
Gundam: Mission To The Rise,5.5,2077.0
Gundress,5.39,1937.0
Gungrave,7.82,70300.0
Gunjo Sanka (2022),6.6,429.0
Gunjou Sanka,7.07,737.0
Gunma-chan,5.85,170.0
Gunners,5.2,140.0
Gunnm 3D Special,4.79,1548.0
Gunparade March: A New Song for the March,6.7,6528.0
Gunparade Orchestra,5.8,1430.0
Gunparade Orchestra OVA,5.77,374.0
Gunslinger Girl,7.38,78367.0
Gunslinger Girl: Il Teatrino,7.12,28456.0
Gunslinger Girl: Il Teatrino OVA,6.96,10531.0
Gunslinger Stratos,5.97,1382.0
Gunslinger Stratos The Animation: Bunki/Futatsu no Mirai,6.07,792.0
Gunslinger Stratos The Animation: Kikan/Kaze no Yukue,5.95,908.0
Gunslinger Stratos: The Animation,6.05,32212.0
Gunsmith Cats,7.37,24963.0
Guomin Laogong Dai Huijia,6.0,5070.0
Guomin Laogong Dai Huijia 2nd season,6.32,1931.0
Guomin Laogong Dai Huijia 3rd Season,6.0,1240.0
Gurazeni Season 2,6.74,2627.0
Gurazeni: Money Pitch,6.38,5035.0
Gurren Lagann,8.63,906650.0
Gurren Lagann The Movie: Childhood's End,8.16,83888.0
Gurren Lagann The Movie: The Lights in the Sky are Stars,8.58,103584.0
Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,7.11,17248.0
Gurren Lagann: My Gurren is Shiny!!,6.76,16479.0
Gurren Lagann: Parallel Works,7.08,17094.0
Gurren Lagann: Parallel Works 2,6.89,10484.0
Gurren Lagann: There are Some Things I Just Have to See!!,7.35,19801.0
Gurren Lagann: Viral's Sweet Dream,7.22,13440.0
Guruguru Petit Anime Gekijou,6.09,233.0
Guruguru Town Hanamaru-kun,6.04,126.0
Gushing over Magical Girls,7.67,63482.0
Guy: Double Target,5.52,991.0
Guyver: Out of Control,6.19,3351.0
Guyver: The Bioboosted Armor,7.22,10011.0
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,6.62,5206.0
Gyudon Carnival!,5.98,128.0
H'or Cafe,5.67,216.0
H. P. Lovecraft's The Dunwich Horror and Other Stories,5.8,941.0
H2,7.22,3705.0
H2O: Footprints in the Sand,6.98,48363.0
HELLO CALLiNG,6.44,303.0
HEYBOT!,6.06,1031.0
HHH Triple Ecchi,7.28,15281.0
HHH Triple Ecchi Special,6.49,397.0
HIMOTE HOUSE: A share house of super psychic girls,5.66,4553.0
HORIZON feat. Hatsune Miku,5.67,1551.0
HUMANE,4.9,213.0
HYPER SWEET POWER,5.34,200.0
HYPNOSISMIC -Division Rap Battle- Rhyme Anima PLUS,6.82,2813.0
Ha Ji Me Te,5.44,122.0
Haai Step Jun,6.31,724.0
Hachigatsu no Cinderella Nine PV,5.65,715.0
Hachiko↑Dance,4.64,389.0
Hachimitsu Suicide Machine,5.2,318.0
Hacka Doll,5.69,2205.0
Hackadoll The Animation,6.36,18128.0
Hadakya no Otonosama,4.78,140.0
Hadashi Neko,5.64,187.0
Hades Project Zeorymer,6.08,3031.0
Haganai: A Round-Robin Story's Ending Is Way Extreme,7.03,65230.0
Haganai: Black Hotpot Gives Girls a Bad Smell,6.71,68548.0
Haganai: I don't have many friends,7.15,457323.0
Haganai: I don't have many friends NEXT,7.27,324610.0
Hagane Orchestra,5.5,1657.0
Haguregumo,6.03,801.0
Haha wo Tazunete Sanzenri,7.44,3999.0
Haha wo Tazunete Sanzenri (Movie),6.49,181.0
Haha wo Tazunete Sanzenri Specials,6.04,133.0
Hai! Akko desu,6.68,525.0
Haibane Renmei,7.97,103618.0
Haiiro no Saga,6.35,691.0
Haikara-san: Here Comes Miss Modern,7.48,8986.0
Haikara-san: Here Comes Miss Modern Part 2,6.89,5671.0
Haiku,5.18,128.0
Haikyu!!,8.44,1240493.0
Haikyu!! 2nd Season,8.62,953723.0
Haikyu!! 3rd Season,8.78,807407.0
Haikyu!! Land vs. Air,7.83,177937.0
Haikyu!! Movie: The Dumpster Battle,8.67,26613.0
Haikyu!! The Movie: Battle of Concepts,8.23,35024.0
Haikyu!! The Movie: Talent and Sense,8.17,36526.0
Haikyu!! To the Top,8.36,586211.0
Haikyu!! To the Top 2nd-cour,8.55,492813.0
Haikyu!! the Movie: The End and the Beginning,8.03,40626.0
Haikyuu!! (OVA),7.82,10718.0
Haikyuu!! Lev Genzan!,7.7,74279.0
Haikyuu!! Quest Picture Drama,6.67,7479.0
Haikyuu!! Special Feature! The Spring Tournament of Their Youth,7.52,12751.0
Haikyuu!! the Movie: The Winner and the Loser,8.07,36921.0
"Haikyuu!! vs. ""Akaten""",7.77,48057.0
Hairpin Double,5.17,224.0
Haita,5.79,235.0
Haitai Nanafa,5.87,3772.0
Haitai Nanafa 2nd Season,5.85,1521.0
Haitoku Pistols no Kinkyuu Kaigi?,5.23,212.0
Haiyore! Nyaruko-san F,7.43,28842.0
Haiyore! Nyaruko-san W: W ni Sayonara/Kono Onsen ni Koi no Konton wo,7.04,17253.0
Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,7.1,15854.0
Haiyoru! Nyaruani,6.27,12645.0
Haiyoru! Nyaruani: Remember My Mr. Lovecraft,6.2,8921.5
Haja Kyosei G Dangaiou,5.39,1163.0
Haji+ Shinchishin,5.95,872.0
Hajimari no Sokudo,6.32,1389.0
Hajimari wa Kimi no Sora,6.88,668.0
Hajime Ningen Gon,6.36,849.0
Hajime Ningen Gyatoruz,6.07,633.0
Hajimemashite no Kimochi wo,6.13,123.0
Hajimete no Futarikkiri Ryokou,6.1,173.0
Hajimete no Hitozuma,6.79,3567.0
Hajimete no Orusuban,6.17,2714.0
Hakata Bus Terminal Blues,5.0,121.0
Hakata Mentai! Pirikarako-chan,5.09,1449.0
Hakata Tonkotsu Ramens,7.36,62842.0
Hakimono to Kasa no Monogatari,5.78,223.0
Hakken,5.6,113.0
Hakken Taiken Daisuki! Shimajirou,6.1,122.0
Hakkenden -Eight Dogs of the East-,7.39,43786.0
Hakkenden -Eight Dogs of the East- Season 2,7.61,29730.0
Hakkoutai Solar Cycle,6.22,341.0
Hakodate Musical Opening Video,4.73,155.0
Hakoiri Shoujo: Virgin Territory,5.89,2310.0
Hakone-chan,5.84,14983.0
Hakuchuu Meikyuu,4.8,196.0
Hakugei: Legend of the Moby Dick,6.57,1432.0
Hakugin,6.81,981.0
Hakumei and Mikochi,7.69,19447.0
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.57,3801.0
Hakuoki ~Demon of the Fleeting Blossom~,7.36,70429.0
Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,7.69,7521.0
Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,7.6,9716.0
Hakuoki: Demon of the Fleeting Blossom - A Memory of Snow Flowers,7.58,11606.0
Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,7.42,22727.0
Hakuoki: Demon of the Fleeting Blossom - Record of the Jade Blood,7.56,40986.0
Hakuouki OVA,7.39,5063.0
Hakuouki OVA (2021),7.05,1374.0
Hakuouki: Hekketsuroku - Kyoto Kaisouroku,7.11,5301.0
Hakuouki: Otogisoushi,6.58,2159.0
Hakuouki: Otogisoushi Special,6.06,591.0
Hakuouki: Reimeiroku OVA,7.1,1249.0
Hakuouki: Shinkai - Kaze no Shou,6.4,947.0
Hakusai Anime,5.41,145.0
Hakushaku to Yousei Specials,6.37,2875.0
Hakyu Hoshin Engi,5.38,5513.0
Hakyu Hoshin Engi Recap,5.13,462.0
Hakyu Hoshin Engi: The Blood of the Koh Family,5.6,442.0
Hal,7.39,71288.0
Hal & Bons,4.82,303.0
Halfway,5.7,170.0
Hallelujah: Unmei no Sentaku,5.91,130.0
"Halloween Night, Tonight!",6.61,514.0
Halloween Pajama,6.19,153.0
Halo Legends,6.98,23788.0
Halved feat Chip King(The Body),4.86,210.0
Halzion,7.16,810.0
Ham,6.47,288.0
Ham Ham Grand Prix - The Miracle of Aurora Valley ~Ribon-chan's Close Call~,6.56,716.0
Hamaneko,5.32,187.0
Hamatora The Animation,7.25,130642.0
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.71,2163.0
Hamelin no Violin Hiki: The Movie,6.33,1271.0
Hametarou,5.0,122.0
Hammerboy,6.05,542.0
Hamos: The Green Chariot,6.18,312.0
Hamster Club,6.45,256.0
Hamtaro,7.0,30078.0
Hamtaro Hai!,6.72,2226.0
Hamtaro Movie 1: Ham Ham Land Big Adventure,6.62,1207.0
Hamtaro: Ham-Ham Games,6.2,538.0
Hamtaro: Ham-Hams Ahoy!,6.46,560.0
Hamtaro: Hamtaro's Birthday! - 3000 Hammy Steps in Search of Mommy,6.56,833.0
Hamtaro: The Mysterious Ogre's Picture Book Tower,6.43,685.0
Han-Gyaku-Sei Million Arthur,5.78,483.0
Hana (Music),5.72,137.0
Hana Dorei,5.5,741.0
Hana Ichi Monme,5.23,116.0
Hana Ichi Monme (2023),6.15,113.0
Hana Yori Dango,7.59,25778.0
Hana Yori Dango The Movie,6.32,3275.0
Hana no Asukagumi! 2: Lonely Cats Battle Royale,5.5,432.0
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,5.6,729.0
Hana no Mahoutsukai Mary Bell,6.59,1256.0
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,5.79,223.0
Hana no Nioi,5.78,161.0
Hana no Zundamaru,5.65,174.0
Hana no Zundamaru: Junk,4.95,152.0
Hana to Chou,4.89,515.0
Hanabi,5.94,1328.0
Hanabi-chan: The Girl Who Popped Out of the Game World,6.13,2245.0
Hanabira,5.64,196.0
Hanada Shounen-shi,7.98,4925.0
Hanakappa,5.93,167.0
Hanako,5.7,1088.0
Hanamaru Kindergarten,7.26,39268.0
Hanamaru Youchien Special Preview,6.26,1069.0
Hanamaru Youchien: Panda Neko Taisou,6.24,1189.0
Hanamonogatari,7.92,242606.0
Hanappe Bazooka,5.32,1894.0
Hanasaka Jijii,4.92,570.0
Hanasakeru Seishonen,7.69,26663.0
Hanasakeru Seishounen Recaps,6.76,1416.0
Hanasaku Iroha the Movie: Home Sweet Home,7.84,36062.0
Hanasaku Iroha: Blossoms for Tomorrow,7.9,130001.0
Hanasu na★,5.35,248.0
Hanaukyo Maid Team: La Verite,6.75,11304.0
Hanaukyou Maid-tai,6.57,14186.0
Hanaukyou Maid-tai OVA,6.65,4770.0
"Hanayaka Nari, Waga Ichizoku: Kinetograph",6.34,6332.0
Hanayamata,7.31,40816.0
Hand Maid Mai,5.92,1803.0
Hand Maid May,6.68,14039.0
Hand Maid May: Akiramemasen,6.71,4731.0
Hand Shakers,5.25,42399.0
Hand Shakers: Go ago Go,5.54,2400.0
Hand Soap,4.39,526.0
Hand in Hand,6.24,356.0
Handa-kun,7.35,135940.0
Handle With Care..,5.02,294.0
Handsome Girl,5.61,2150.0
Handyman Saitou in Another World,7.41,82409.0
Hane,4.93,262.0
Hane (2015),5.64,306.0
Hanebado!,6.84,75065.0
Hang Out!,6.29,223.0
Hangyodon in the Emperor's New Clothes,5.69,156.0
Hanoka,3.34,2405.0
Hanoka Recap,3.85,583.0
Hans Christian Anderson's The Little Mermaid,6.87,2926.0
Happiness Charge Precure!,6.8,5186.0
Happiness Charge Precure! Movie: Ningyou no Kuni no Ballerina,7.1,1957.0
Happiness World,6.14,466.0
Happiness!,6.35,16497.0
Happiness!: Watarase Jun no Kareinaru Ichinichi,6.65,3362.0
Happy Bogeys,5.71,132.0
Happy ComeCome,5.37,496.0
Happy Day,5.69,120.0
Happy Forest,5.3,266.0
Happy Happy Birthday,5.42,120.0
Happy Happy Clover,6.35,500.0
Happy Happy Party!,6.23,1082.0
Happy Hour,5.07,176.0
Happy Kappy,5.41,418.0
Happy Kappy Recap,5.52,153.0
Happy Music♪,6.39,342.0
Happy Party Train,7.47,5076.0
Happy Pasta Story,5.8,202.0
Happy Seven: The TV Manga,6.22,2216.0
Happy Sugar Life,6.77,140869.0
Happy Weekend,4.99,199.0
Happy World!,5.98,2872.0
Happy! Happier! Happiest!,5.95,156.0
Happy-Go-Lucky Days,5.39,6790.0
Happyakuyachou Hyouri Kewaishi,6.09,296.0
Happy☆Lesson,6.58,4757.0
Happy☆Lesson (TV),6.6,12510.0
Happy☆Lesson Advance,6.76,6827.0
Happy☆Lesson The Final,6.76,4611.0
Happy☆Lesson: Hokahoka★Kanna to Futari Kiri,6.57,1525.0
Happy☆Lucky Bikkuriman,6.45,342.0
Happy☆Twinkle,5.98,199.0
Haramasete Seiryuu-kun!,6.45,2681.0
Haramaseya The Animation,6.55,224.0
Harbor Tale: A Red Brick,5.87,197.0
Hardcore Hospital,5.67,929.0
Hareluya II Boy,6.41,746.0
Harem Camp!,6.63,3793.0
Harem Cult,6.46,1809.0
Harem Time The Animation,7.11,9299.0
Harem in the Labyrinth of Another World,6.55,117545.0
Harem in the Labyrinth of Another World Specials,6.63,10160.0
Harem of the Hell Spawn,4.84,1199.0
Harenchi Koumon Manyuuki,5.23,443.0
Harinezumi,5.74,140.0
Haritsuke,5.63,1754.0
Harlock Saga,6.64,2731.0
Harmagedon,5.17,2413.0
Harmonia feat. Makoto,6.09,149.0
Harmonie,7.22,29225.0
Harmony,6.89,19305.0
Haru no Ashioto The Movie: Ourin Dakkan,4.75,982.0
Haru wa Kuru,5.7,505.0
Haru wo Irodoru,5.96,269.0
Haru wo Yobu Yume,5.4,126.0
Haruchika: Haruta & Chika,6.32,32984.0
Haruka,6.64,549.0
Haruka Nogizaka's Secret,7.2,68444.0
Haruka Nogizaka's Secret Finale,7.33,20464.0
Haruka Nogizaka's Secret Purezza,7.17,40922.0
Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians,6.99,8080.0
Harukana Receive,6.65,42285.0
Harukana Receive: Web Previews,5.8,752.0
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,6.38,1266.0
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,6.68,1444.0
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.52,494.0
Harukanaru Toki no Naka de 3: Owarinaki Unmei,6.52,1088.0
Harukanaru Toki no Naka de: Ajisai Yumegatari,6.16,1222.0
Harukanaru Toki no Naka de: Hachiyou Shou OVA,6.42,670.0
Harukanaru Toki no Naka de: Hachiyou Shou Recap,6.1,234.0
Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.33,969.0
Harukanaru Toki no Naka de: Maihitoyo,7.12,1918.0
Haruko Adventure,5.18,209.0
Harukoi Otome,6.51,2216.0
Harumi-chan no Oita,5.16,1420.0
Haruwo,4.45,447.0
Haruyasuminoyoru,5.23,163.0
Harvest Festival,4.89,1425.0
Haré+Guu,7.8,14692.0
Haré+Guu Deluxe,7.78,7116.0
Haré+Guu: Movie Special - The Illusive Pilot Film,6.22,363.0
Hasami Togi,5.03,156.0
Hasande Ageru,6.19,1700.0
Hashi no Mukou,5.76,904.0
Hashire! Osomatsu-san,6.03,380.0
Hashiri Hajimeta bakari no Kimi ni,6.65,1409.0
Hatanosuke Takes Down the Inazuma Gang,4.61,573.0
Hatanosuke and the Haunted House,4.68,605.0
